customer_id,first_name,last_name,date_of_birth,email,phone_number,creation_date,life_event
e289872f-7117-4691-931a-27640386f3b7,Ruth,White,1953-04-18,cameronlatoya@example.com,(871)891-7998,2024-09-19,Empty Nest
801203cb-9a91-4ef3-9081-cfcdcc951866,Devin,Robinson,1954-06-29,joshuawilliams@example.net,(630)521-6991,2023-01-09,Retirement
d6933dd1-0be5-4f68-b0e6-b8b7865e91e8,Yesenia,Mitchell,1992-02-22,donnadiaz@example.org,418.605.8071x770,2022-01-13,New Job
07c2cd2e-c1af-425c-a725-70323ac2e1c5,Cynthia,Smith,1982-01-06,monica62@example.com,(767)837-1609x005,2024-01-28,New Child
0d06a435-28b4-4d2d-b7b7-90376fd33371,James,Martin,1961-09-29,katrina12@example.org,(279)225-9028,2021-11-13,Relocation
c342729c-e744-48f6-ad64-d7e5687188af,Rebecca,Sims,1947-05-02,rmayer@example.net,+1-884-869-5762,2020-03-08,
d48c10a8-1293-44f3-b868-da34880d2418,Christopher,Escobar,1979-09-05,jessicabranch@example.net,723-361-9618x7026,2021-03-14,Medical Event
13a328ca-27f1-477b-bce8-846e5ee29035,Carrie,Morales,1939-08-03,kristina21@example.org,001-323-877-7032x4430,2021-12-30,Career Change
97462233-c08f-42b9-b548-60116267e7d0,David,Rhodes,1964-01-28,lorijordan@example.org,(415)508-8574x406,2024-05-17,Inheritance
f4492ec5-1a67-470d-8b1c-3bdf7be3641b,Michael,Holder,1953-01-28,brittanyhines@example.org,8968657767,2023-08-25,Medical Event
fe8acf60-9601-4915-b12a-5731a0082ed0,Timothy,Rose,1976-09-16,david85@example.com,(601)320-2185,2024-01-07,Relocation
8b30c686-7086-435b-853d-5357a46e8d29,Brian,Martinez,2002-01-06,ericcrawford@example.net,+1-573-354-5358,2023-07-24,Inheritance
36f1652f-9c6c-42d9-9c6a-5b95f99f66f8,Adam,Hicks,1971-06-26,benjamin22@example.net,(268)956-7286,2021-08-20,Starting Business
d8298c80-8c63-435a-96d8-302a01943420,Alan,Williams,2002-05-23,osantos@example.com,805.995.5453x633,2022-11-29,Medical Event
5554fa36-f50e-4106-b1e6-4f7435bf1ba1,Sarah,Pacheco,1945-11-03,etaylor@example.net,+1-326-710-9595,2022-09-19,Inheritance
0257d4d9-73d2-487a-9055-16dcaabecf68,Alexander,Gutierrez,1997-08-14,teresa73@example.net,967-641-0710x897,2021-06-17,New Child
22328ee8-85c4-4223-9a6d-09abce25aae3,Jeffrey,Ward,2002-05-13,sadams@example.net,8619288642,2020-08-20,New Job
4a6c7cf5-d563-423d-b687-485d0282f0dc,Andrew,Jones,1996-09-08,haydenmaldonado@example.com,806-554-8655,2021-12-08,Retirement
476ad9ee-fcdb-4d29-99a3-09203cc01e6b,Adam,Moore,1985-08-27,xhouston@example.org,001-553-416-5622x83626,2021-06-14,Home Purchase
ce90f72f-ff4c-4ee8-bda8-682d2193911d,Diane,Ponce,1992-12-12,christopherhoward@example.net,778.898.1407x059,2021-12-21,Medical Event
0efdfa3a-018f-42e2-bf6f-80e2a8c223a9,Benjamin,Kelly,1992-11-09,ronald41@example.com,364.459.4449x0819,2020-04-29,Inheritance
9a5e5f74-04b6-4769-9620-5d203faa60af,Margaret,Brown,1967-06-28,brandon46@example.net,490-316-7059,2022-09-07,Marriage
48ec9128-be6e-4bef-91ee-6a0f51832668,Shawn,Bentley,1936-12-10,bishoplee@example.com,001-717-811-3076x7374,2023-06-05,Starting Business
508b6fea-6c56-4cf4-bf2b-8b07adf739b7,Sean,Ayala,1948-05-08,uporter@example.com,800-776-2122x912,2024-04-26,Graduation
e83663be-88bf-4f97-81e9-1378306a8875,Victoria,Jacobs,1973-12-20,george31@example.org,(524)254-4200,2022-10-06,Retirement
dea775e4-950a-4d6e-bb25-7dddbbac18a7,Todd,Ward,1995-03-22,christopher53@example.org,916-840-1540,2023-06-14,New Job
d7037982-1454-47a6-9697-aeafa4b6dcf8,Robin,Lopez,1988-11-11,cheryl04@example.com,+1-774-752-0956x3503,2021-04-06,New Child
82412d95-6068-436b-9409-83eeee9ed13a,Troy,Brewer,1970-09-16,cervanteserin@example.net,+1-817-884-0784x097,2021-09-22,
a2f61f65-5365-4177-b747-7544d95d8750,Stephanie,Mitchell,2006-10-25,qreyes@example.com,+1-699-319-5223,2022-02-02,New Child
a7471cac-e119-49f1-8011-09953f107174,Dawn,Rodriguez,1979-11-27,robert84@example.net,(611)207-4181x924,2022-03-05,Starting Business
b432e799-3a20-45af-8a95-7f8a7b3d0bdc,Kristen,Castaneda,1955-04-08,michaelmarks@example.net,001-798-955-2731x866,2023-04-05,Empty Nest
39cfc185-8d0a-4e92-851e-f8c82d1c015c,Michael,Hill,1990-07-19,qlee@example.com,+1-276-292-1550x83949,2024-07-25,Graduation
808d26ed-a04d-4f1f-b428-601126e0e3d3,Mark,Harrington,1939-12-29,michael05@example.net,733.203.5149,2020-04-12,
a06ee0da-7a9e-49e3-a82f-02a964e38129,Pam,Johnson,1967-12-04,jpalmer@example.org,001-249-538-1559x587,2023-05-22,
559d3273-6775-4d81-afd6-32bb9293e8f5,Michelle,Morton,2001-07-25,christina80@example.com,(886)425-6082,2024-01-09,Retirement
fea7e690-27b7-4730-aaf3-d3c6a0f77c7b,Julia,Jackson,1934-10-09,osandoval@example.net,001-339-460-9141,2023-09-29,Starting Business
b0115a3f-e2a7-44b0-b09b-92405153561e,Michael,Davis,1948-06-25,anthonyjenkins@example.org,+1-857-236-9748x473,2020-10-18,New Child
a2220de1-695c-4050-bda5-08e9c84a665a,Stephen,Ferguson,1999-03-01,edward51@example.net,669.534.6490,2023-08-24,New Child
3a594922-9fa4-45e2-8c2b-81e7e7620a65,Lauren,James,1935-04-24,pwheeler@example.net,450.684.3980x39952,2023-10-21,Marriage
9ee147cc-9d23-4f17-bf93-8bd38f670f00,Mary,Harrison,1941-11-18,mthomas@example.net,472.232.4849,2023-08-17,Divorce
363defdd-6682-4fac-bd75-9db30e0cdf1a,Anthony,Jones,1958-10-05,michaelwells@example.com,001-650-600-7158,2023-10-08,Starting Business
10ebc045-91c5-43e5-bb1c-0e578efbeb05,Haley,Andrade,1954-07-03,zmedina@example.com,2149338270,2021-05-27,Marriage
3e254468-f0c7-468a-8233-c4885bd57d2c,Ellen,Ho,1981-01-28,anthonymoore@example.org,(619)289-8976x833,2021-10-30,Retirement
301c4588-5233-42e8-9e74-87555e91077c,Alexis,Webb,1946-01-24,gilesjennifer@example.net,690.884.0269,2023-07-16,Inheritance
614c4d63-d788-4c66-80d3-e238b2f5a110,Jamie,Chambers,1961-05-08,sho@example.net,8324575085,2022-12-17,Retirement
0e0ffb69-0889-486d-8a0d-955075c1d7f2,Hannah,Mitchell,1999-08-13,glewis@example.net,(972)468-4103x116,2023-08-12,Relocation
4a187a61-284a-4d78-9a25-1b97afcbcc70,Vanessa,Camacho,1996-10-03,anthony62@example.org,4579662638,2020-05-22,Home Purchase
ee9c4812-1968-4d0d-b451-09ea6cf4f7fe,Matthew,Rangel,1955-04-18,gardnervanessa@example.com,(549)382-1078x65802,2024-10-17,
f22ceb11-9118-4a7a-aeed-efd0002da506,Eric,Robbins,1954-12-18,dyu@example.net,3367390611,2023-11-11,Retirement
855eb85e-a810-4eb5-8bd0-2f50411f2213,Hannah,Jones,1938-08-10,durhamthomas@example.net,6866111681,2022-06-24,Career Change
21448220-0ba4-4133-8ecf-920cb132ab51,Elizabeth,Thomas,1959-05-03,jessica79@example.org,001-586-908-9059x84837,2022-09-14,Empty Nest
3cf92cc6-82ce-4ae5-9b78-1d5cb76d2222,April,Mayo,1945-05-10,williamramsey@example.com,(494)497-1422x61483,2021-06-12,Retirement
73250ef5-5e53-4601-bff5-e58291279579,Nicole,Wiggins,1972-08-01,qtrevino@example.com,001-788-851-9890x19298,2021-03-29,Empty Nest
650fdd4a-8002-4e2d-8bac-434b8bf4dd4b,Patricia,Nelson,1936-03-31,msimpson@example.com,2067891478,2020-10-22,Graduation
8c972b97-ff21-4304-a5a6-55c28e33d336,Lindsay,Norman,1953-04-06,robertoanderson@example.org,+1-200-229-3388x881,2024-06-10,Career Change
bf320874-0122-4fc7-b903-021d1d1ebac2,Crystal,Harris,1949-12-10,adriansanders@example.com,001-369-395-5423x2718,2021-11-14,Career Change
4c7e15c5-7002-49ca-8b7b-b16b3438ab7c,Stephanie,Estrada,1981-12-16,tammyjohnson@example.org,(420)540-7251x0905,2023-07-16,Starting Business
7b5e5b45-623c-4b1c-af19-a7d650837498,Michael,Newman,1974-09-21,smalltara@example.net,323.795.5469x62858,2024-04-18,New Job
051085a8-a38c-4cf1-ac55-86c605101e4b,Daniel,Becker,1934-08-10,amcdaniel@example.org,+1-505-545-8976x73132,2023-03-26,Medical Event
46f18ad4-5a2b-4f56-a6f2-8b340dd5fbbd,Michael,Kelly,2002-02-13,katherine53@example.com,9367902176,2023-02-15,New Child
5c74ee2c-f5b2-4b6d-9465-52ceba7cd47f,Robert,Price,1967-11-14,cory92@example.net,+1-662-469-1289x7394,2021-07-01,Relocation
295a1658-c858-40f9-9551-07e4adedede0,Linda,Atkinson,1954-08-11,kellywallace@example.org,(202)701-0761x8735,2024-04-07,Marriage
9e908fcc-2d6b-4d46-8b94-5a895d9053a6,Matthew,Ashley,1943-08-13,owillis@example.com,(570)365-9635x96968,2023-06-10,Divorce
d97e23a6-c692-42c0-8950-63266cc139ca,Scott,Smith,1950-06-19,kathleenwright@example.net,309.723.5183,2022-04-11,Career Change
00aa1dcf-0a07-41e9-b205-8deb971ef07b,Jennifer,Schmitt,1997-11-08,aunderwood@example.org,4308103070,2023-09-29,Marriage
7c0b50c6-29b6-47dc-bd43-bfc905fbdef7,Jacqueline,Wilson,1962-08-17,melissabaker@example.com,001-947-767-8264x2227,2020-07-08,Starting Business
e7389a0d-d381-4683-9dd6-ab945135c57c,Karen,Morris,1973-03-11,willisjulie@example.com,001-498-564-3413x219,2020-11-17,Retirement
21afaf48-45e2-416d-bab9-b8b2756348cd,Luke,Harrison,1979-11-05,james16@example.com,740-996-1803x533,2022-11-09,Career Change
d599c081-24f9-44b4-af21-c7a7f35f75e1,Steven,Avila,1937-09-24,glennwilliams@example.org,001-999-667-2679x185,2022-07-30,Relocation
e6c0e74d-088f-4f36-9dde-5a5ca97570fb,Christopher,Pearson,1998-11-24,dduncan@example.net,265-507-0338,2023-12-16,Career Change
fb370095-dc58-4ec9-9288-9a2b9e4c85c5,Kenneth,Steele,1975-03-18,jacobcarter@example.com,001-783-908-4372x9820,2022-09-26,Graduation
6d6fe1e4-0371-42c5-b2b1-a6cc60b12d05,Jacqueline,Stephens,1934-06-25,vwatkins@example.com,5656373048,2023-01-10,
2d5a42f3-079a-4ce9-b418-31d46a7365dd,Sheila,Owens,1968-09-24,fbowers@example.net,548.687.2340x050,2025-01-03,New Job
a07ee29b-65ce-4649-a780-c3da7ae5ab1e,Jack,Gonzalez,1986-10-16,danielle45@example.com,001-876-875-4533x8993,2021-11-03,New Child
b94c6739-2aa3-4a9f-890e-89412f968403,Heather,Hall,1942-07-30,garyponce@example.com,6156326354,2021-11-27,New Job
df343a03-3b7a-4937-8115-da2ebc102950,William,Scott,1968-02-06,helenschultz@example.com,(408)334-9482x82093,2023-09-24,
1a727200-b789-4b23-a080-5cb7e59c0d82,Antonio,Williams,1970-04-17,jkim@example.net,7985771675,2024-04-18,Inheritance
c5b24c0c-aeb2-4f4b-8571-031e8e207244,Courtney,Johnson,1992-09-17,jessicacarrillo@example.org,732-446-5870x383,2020-09-16,Retirement
4b0f06ba-471b-4eda-b0eb-0192db65d3e1,Barbara,Ryan,1976-07-30,jacqueline14@example.com,879-772-8896,2020-12-09,Career Change
cdafb902-13ac-4393-b7a3-2388efb40d1c,Deborah,Joyce,1984-01-25,suttonkristen@example.com,+1-889-449-8014x478,2020-03-18,Medical Event
